TABLE_NAME,COLUMN_NAME,DB_DATA_TYPE,COLUMN_KEY,EXTRA,SCRUB_EXEMPT,TO_BE_HASHED,FULL_SCRUB
USER_LANGUAGE,LANGUAGE,varchar,MUL,,Y,N,N
USER_PREFERENCE,ID,int,PRI,auto_increment,N,Y,N
USER_PREFERENCE,PREFERENCE_ID,int,MUL,,Y,N,N
USER_PREFERENCE,USER_ID,int,MUL,,N,Y,N
USER_PREFERENCE,VALUE,longtext,,,N,N,N
USER_PROFILE,ID,int,PRI,auto_increment,N,Y,N
USER_PROFILE,USER_ID,int,UNI,,N,Y,N
USER_PROFILE,TIME_CREATED,datetime,,,Y,N,N
USER_PROFILE,TIME_LAST_EDITED,datetime,,,Y,N,N
USER_PROFILE_FIELD,ID,int,PRI,auto_increment,N,Y,N
USER_PROFILE_FIELD,USER_PROFILE_SECTION_ID,int,MUL,,Y,N,N
USER_PROFILE_FIELD,NAME,varchar,MUL,,Y,N,N
USER_PROFILE_FIELD,DISPLAY_NAME,varchar,MUL,,Y,N,N
USER_PROFILE_FIELD,DEFAULT_VALUE,longtext,,,Y,N,N
USER_PROFILE_FIELD,ENABLED,tinyint,,,Y,N,N
USER_PROFILE_FIELD,WEIGHT,int,,,Y,N,N
USER_PROFILE_FIELD,TYPE,int,,,Y,N,N
USER_PROFILE_FIELD,IS_LIST,tinyint,,,Y,N,N
USER_PROFILE_FIELD,READ_ACCESS,varchar,,,Y,N,N
USER_PROFILE_FIELD,WRITE_ACCESS,varchar,,,Y,N,N
USER_PROFILE_FIELD,SERIES_INTERVALS,longtext,,,Y,N,N
USER_PROFILE_FIELD,SERIES_INTERVAL_TYPE,int,,,Y,N,N
USER_PROFILE_FIELD,UPDATE_INTERVAL,varchar,,,Y,N,N
USER_PROFILE_FIELD,VERSIONS,longtext,,,Y,N,N
USER_PROFILE_SECTION,ID,int,PRI,auto_increment,Y,N,N
USER_PROFILE_SECTION,NAME,varchar,,,Y,N,N
USER_PROFILE_SECTION,DISPLAY_NAME,varchar,,,Y,N,N
USER_PROFILE_SECTION,DESCRIPTION,varchar,,,Y,N,N
USER_PROFILE_SECTION,ENABLED,tinyint,,,Y,N,N
USER_PROFILE_SECTION,WEIGHT,int,,,Y,N,N
USER_PROFILE_SECTION,ACCESS_LEVEL,varchar,,,Y,N,N
USER_PROFILE_VALUE,ID,int,PRI,auto_increment,N,Y,N
USER_PROFILE_VALUE,USER_PROFILE_ID,int,MUL,,N,Y,N
USER_PROFILE_VALUE,USER_PROFILE_FIELD_ID,int,MUL,,Y,N,N
USER_PROFILE_VALUE,VALUE,longtext,,,N,N,N
USER_PROFILE_VALUE,TIME_LAST_EDITED,datetime,,,Y,N,N
WARNING,ID,int,PRI,auto_increment,Y,N,N
WARNING,ACTOR_ID,int,MUL,,N,Y,N
WARNING,CONVERSATION_ID,int,MUL,,N,Y,N
WARNING,SUBMITTER_ID,int,MUL,,N,Y,N
WARNING,APPROVER_ID,int,MUL,,N,Y,N
WARNING,TYPE,varchar,,,Y,N,N
WARNING,NOTES,longtext,,,N,N,N
WARNING,TIMESTAMP,datetime,,,Y,N,N
WARNING,ACTION_ITEM_ID,int,UNI,,N,Y,N
